training_loss,eval_loss,eval_precision,eval_recall,eval_f1,eval_accuracy,eval_accuracy_positive_lables,eval_runtime,eval_samples_per_second,eval_steps_per_second,epoch,step
0.0999,0.07198000699281693,0.7097501408979898,0.7705486436875383,0.7389008409935459,0.9741712311349885,0.7664089488402698,21.1541,287.367,4.491,1.0,473
0.0591,0.06681754440069199,0.7431974435944612,0.7826840709769529,0.7624298415536682,0.9766616750152374,0.7789110050995229,21.8657,278.015,4.345,2.0,946
0.0437,0.07157716155052185,0.755699050973486,0.7876810116255354,0.7713586658011684,0.9774084045417301,0.7881230465537095,22.5008,270.168,4.222,3.0,1419
0.0327,0.07407805323600769,0.7568172964550058,0.7924739955129513,0.7742353292816578,0.9776384779634062,0.7943740746833361,22.7216,267.542,4.181,4.0,1892
