training_loss,eval_loss,eval_precision,eval_recall,eval_f1,eval_accuracy,eval_accuracy_positive_lables,eval_runtime,eval_samples_per_second,eval_steps_per_second,epoch,step
0.0706,0.05873846635222435,0.6984700017190992,0.7265736766809728,0.712244719081427,0.9795343105498499,0.7423636882671996,27.583,253.997,3.988,1.0,614
0.0409,0.05876323953270912,0.7117926126736699,0.7512517882689557,0.7309900817817991,0.9805881150432031,0.7599200685127034,28.2758,247.774,3.89,2.0,1228
0.0291,0.06492061913013458,0.6927846674182638,0.7692238912732475,0.729006016439285,0.9797588918353186,0.7819012275192692,28.0184,250.05,3.926,3.0,1842
