training_loss,eval_loss,eval_precision,eval_recall,eval_f1,eval_accuracy,eval_accuracy_positive_lables,eval_runtime,eval_samples_per_second,eval_steps_per_second,epoch,step
0.0972,0.07363027334213257,0.6936220605650483,0.7874015748031497,0.7375427235114229,0.9736313468332217,0.7880751782242384,11.2545,274.201,4.354,1.0,530
0.0586,0.06891670823097229,0.730448661110126,0.7910505089302862,0.7595426885487737,0.9749089873544375,0.7929358392741412,11.0087,280.323,4.451,2.0,1060
0.0432,0.07125701755285263,0.7528671846096929,0.7816400998655656,0.7669838876849148,0.9768562346548446,0.7822423849643552,10.3143,299.195,4.751,3.0,1590
0.0329,0.07528966665267944,0.7447415329768271,0.802381409640868,0.7724877507626883,0.9767330885805106,0.8003888528839922,6.0743,508.045,8.067,4.0,2120
