training_loss,eval_loss,eval_precision,eval_recall,eval_f1,eval_accuracy,eval_accuracy_positive_lables,eval_runtime,eval_samples_per_second,eval_steps_per_second,epoch,step
0.0697,0.06041364371776581,0.7064292467696187,0.7291802212101497,0.7176244597406756,0.9789251614867657,0.7382790954219526,13.1905,274.894,4.321,1.0,685
0.04,0.05992510914802551,0.723167435204325,0.7397527651268705,0.7313660850687465,0.9801974814589269,0.749034749034749,7.3098,496.046,7.798,2.0,1370
0.0285,0.06532350182533264,0.7319504743527898,0.7404033832140533,0.7361526643486698,0.9806378999108288,0.7562051847766134,14.463,250.708,3.941,3.0,2055
0.0212,0.06875786930322647,0.7280480101073911,0.7498373454782042,0.7387820512820513,0.9805617782030928,0.7675124103695532,26.2914,137.916,2.168,4.0,2740
